"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","abundance_A_2","abundance_B_2","abundance_A_3","abundance_B_3","log_ratios_B..vs.A.","differential_abundance_qvalue_B..vs.A."
"P52272",53,56,63,52,57,66,29.5552752138519,29.463681267484,29.8306126880966,29.5521697585276,29.8809423223579,29.791991223525,-0.152995991589934,1
"O75369",43,50,47,49,46,49,27.2841850208845,27.3859823032997,27.7757436883912,27.592398408706,27.7762029864266,27.7993076128656,-0.0194811236103334,1
"Q14315",52,49,50,53,54,49,28.3141987513848,28.3877534901542,28.7649912192803,28.5568243277019,28.7782887271122,28.8267974057783,-0.0287011580476341,1
"O75643",49,43,48,54,55,53,28.0488862679793,28.1836561268977,28.3405959684041,28.1595256944361,28.5045147320915,28.4605607587063,-0.0300847961449335,1
"P02994",61,59,56,45,47,47,32.5174634710231,31.8132684236427,32.9029344366794,32.1211414053678,32.9235316935449,32.4113781880596,-0.666047194725767,0.39835328915175
"P32324",51,52,58,44,41,39,30.3770009042566,29.3651552789609,30.7335571055476,29.5439641241547,30.7609079214752,29.8884595497739,-1.02462899279663,0.0690556871676902
"P16521",53,56,55,37,38,36,29.5515869387431,28.5491955946616,29.912153925133,28.6238405309681,29.9296662945252,28.9234424693937,-1.09897618779263,0.0314017673249535
"P07814",47,40,43,43,48,51,28.2130153457753,28.1419923473153,28.6854059417303,28.4932672775035,28.7453968493389,28.8101801383885,-0.0661261245457337,1
"Q13263",39,42,44,44,48,43,28.5457575359536,28.5567413168909,28.8234041721834,28.5149360105924,28.7844448456453,28.8223139847146,-0.0865384138614663,1
"P35579",39,39,44,48,47,56,27.7961894631304,27.741295700801,28.1382113244941,28.1024928519749,28.1446632212045,28.450274404532,0.0716663161596335,1
"P0DMV8,P0DMV9",51,49,46,47,43,45,31.2384115912799,31.0081408326648,31.5067323867625,31.1562539285989,31.5820035452502,31.3444011638086,-0.272783866073432,1
"Q5T4S7",39,44,51,42,44,54,27.4227941812914,27.5693183720992,27.936689063976,27.641197448703,27.9631663215736,28.0294468127751,-0.0275623110879006,1
"Q08211",53,49,51,48,50,59,28.8662924493142,28.9337740257933,29.3298651659867,29.0115407044132,29.3301460532199,29.3620324952362,-0.072985481026033,1
"Q9BUF5",47,47,50,55,54,54,30.2242859846959,30.4202196921431,30.388272096979,30.1916762969383,30.4594480038004,30.4517799615203,-0.00277671162453312,1
"Q6P2Q9",41,39,46,44,45,51,27.4683425124999,27.5095638498562,27.9343393078566,27.5552245351284,27.9973156066927,27.9410528914295,-0.131385383545033,1
"Cont_P00330,P00330",48,49,49,34,32,34,32.1345045022724,30.9980967029481,32.4084889957581,31.1188482634457,32.4150372843005,31.4367346675382,-1.134783716133,0.0531322978535179
"O43707",51,43,48,42,48,49,28.6786397875336,28.7282512463583,29.0248320971601,28.814377005634,29.1160442253885,29.0941431011652,-0.0609149189748995,1
"P35580",44,37,44,41,49,47,27.5353976042877,27.8794539654474,28.1125907913813,28.0530140614505,28.5652638814624,28.3698499751224,0.0296885749629669,1
"P00358",54,49,52,45,40,43,33.1265529281707,32.0485816610896,33.4486865024507,32.1977068383282,33.3834869065037,32.4961536760043,-1.07209472056767,0.0565415321125402
"P10809",40,40,44,47,42,45,30.0622242138799,30.1238747995634,30.5310666886324,30.0954144083417,30.3839165055164,30.3748910296239,-0.127675723499901,1
"P19097",49,47,47,35,28,35,27.9952730606861,27.2778801780584,28.2455426966607,27.4784317987694,28.5523472090154,27.8069756258879,-0.743291787882166,0.169566788928069
"P27708",36,38,40,48,41,52,27.3751924587809,27.4916647439231,27.6184338981525,27.3478105766732,27.7866909941101,27.8525402721853,-0.029433919420633,1
"Q09666",28,34,30,30,31,32,26.7826600416381,27.0536771851561,27.3616901580599,27.0345914431251,27.3325188922649,27.2341859267729,-0.0514715123029331,0.999069349868874
"P60010",41,40,47,32,35,38,31.7618428601819,31.5382057494751,31.9678789154079,31.647747815495,31.9989587853572,31.8939922879549,-0.216244902674,1
"Q92616",36,35,38,39,38,46,27.2636984499847,27.5053627300414,27.7040959304329,27.5336770388216,27.8944259018207,27.8976536418568,0.0248243761605001,1
"P07259",47,38,47,34,28,34,28.0773126966822,27.1922613551201,28.3612064917798,27.2357745394136,28.4850764068187,27.57172753427,-0.974610722158999,0.0717267682307436
"P12270",39,44,44,40,41,47,27.5255359826922,27.7326192779844,27.9706196441918,27.7761775797066,28.0574540403034,28.1343069238226,0.0298313714420667,1
"P42704",46,45,44,45,45,42,28.2658864109818,28.3589524212244,28.5565866234391,28.4408771495634,28.6992111861643,28.747997374465,0.00871424155586809,1
"P14618",34,37,35,44,38,44,29.4749641040047,29.5335020296013,29.7766383459017,29.5129216243803,29.7919220896072,29.8510496723665,-0.0486837377218331,1
"P18206",40,41,42,43,40,44,29.1168809181863,28.3837286787899,29.6124477281549,29.261708297595,29.5800381540538,29.5521018453949,-0.370609326205066,1
"P22102",42,40,39,38,36,38,28.6482212958772,28.7040573977448,28.9534105240638,28.6998983739575,29.1178998729389,29.1516704922568,-0.0546351429735985,1
"Q13509",38,42,44,47,44,50,30.8246034667172,31.0513259556935,31.055964701309,30.7786742362747,31.0872566091957,31.1283990501906,-0.00314184502103387,1
"P05030",43,40,43,27,28,28,29.4585380327988,28.501115559772,29.8942145706684,28.6679778612436,29.9208105058594,28.9437810838098,-1.05356286816707,0.0451328391258042
"P50990",41,42,43,44,46,47,29.6396681592348,29.6827691792534,30.0161591176439,29.8785899039882,30.1153161268299,30.1583942722135,-0.0171300160845019,1
"P07149",41,40,45,22,26,29,27.6286264228221,26.6372558022435,28.0260044740685,26.9790708379119,27.9907760392775,27.0615692927709,-0.989170334413932,0.072016727536421
"P78371",34,35,40,39,38,34,28.8826584402695,29.052372691197,29.409757483741,29.0515926475297,29.4257620618345,29.3744721334748,-0.0799135045478335,1
"P00360",44,40,42,33,29,34,32.5100652308894,31.4391551927805,32.8829139986158,31.6637426715714,32.8222817906136,31.9527288074594,-1.05321144943583,0.0641347676904687
"P06748",26,35,38,26,28,34,30.8470526612838,30.8787917516777,31.2176274718672,30.8848887582334,31.1316448907209,31.1668250684418,-0.0886064818396667,1
"P06576",32,33,35,39,35,40,29.3572848614665,29.3261522651746,29.6467099834417,29.2090707511108,29.7880635199476,29.6207716588288,-0.212021229913866,1
"P53396",38,35,36,43,39,42,27.8960846640995,28.0548775237658,28.2251755101735,28.1026477458967,28.3703513748873,28.3943881140543,0.0201006115188337,1
"P14866",33,32,36,38,37,39,28.6002837380358,28.6721448548424,29.0815096065206,28.6947031580037,29.0118515266839,29.0465000673774,-0.093432263672265,1
"Q14980",32,32,33,35,34,35,26.3571079022351,26.3254657710097,26.7879528614944,26.5995214204083,26.9521737087497,26.8567117031191,-0.1051785259807,1
"P38646",38,37,35,42,37,37,29.9675789639903,29.8159069381444,30.3528173217075,29.8808055947451,30.5687200615747,30.1519431046492,-0.346820236577933,1
"P00558",28,32,31,35,36,38,29.7637758500404,29.9111329197792,30.1178566053794,29.8326995051545,30.20884041942,30.1615538705932,-0.0616955264376339,1
"Q7KZF4",34,30,33,37,42,42,28.5146390578789,28.5365555238939,28.9542137082688,28.6429297726965,29.7097970194456,28.9317386169801,-0.3558086240076,1
"P49368",37,40,34,41,38,41,29.13079441438,29.4165230941911,29.5189951315388,29.2070984990097,29.6470974870806,29.6656182732047,-0.00254905553130058,1
"P0A853",21,22,23,44,41,40,28.4977701126673,30.4038206813509,28.8840530143203,30.274560864043,28.8125371210421,30.5982466628314,1.6940893200652,0.0157008836624768
"Q14974",32,33,37,34,36,36,28.0820895785548,28.26948042611,28.5159822606596,28.3150733932604,28.6448617588943,28.5826587318579,-0.0252403489601344,1
"P48643",33,30,31,39,35,31,28.975818237075,29.4718344489429,29.9773671024204,29.1045179741291,29.3480089482383,29.9324786228033,0.0692122527138667,1
"P34932",34,34,34,35,34,37,28.2410310259319,28.4636543297863,28.5868149399449,28.4336459260441,28.6271288408726,28.6369566695925,0.0264273728911668,1
"P11484",44,35,34,30,30,35,30.0394683084543,29.1726914972345,30.3338693074477,29.0903776916096,30.3756709294472,29.3885939967915,-1.03244845323787,0.0314017673249535
"P40926",34,32,35,38,38,32,29.690692757251,29.8035333242397,30.0143915485077,29.8427536331934,30.1568090974797,30.2165426511522,0.000312068448966585,1
"Q12906",32,36,29,32,38,34,27.9746740052161,28.1214188988553,28.4141446761082,28.1857767940348,28.4749972656446,28.4929471331332,-0.0212243736485339,1
"P22314",30,33,31,29,32,35,27.7042005441305,27.6668594853001,27.9749702103735,27.7291930579651,28.0405109707644,28.0755620609138,-0.0826890403631329,1
"P49321",32,30,36,32,37,34,28.2566914349111,28.0407201484947,28.7641448011622,28.5789774899827,28.778781298305,28.8685655239496,-0.103784790650433,1
"P04806",38,35,44,27,27,30,29.8076773289313,28.795963338602,30.0171820485389,28.8073468634195,30.1078506459,29.1219274193102,-1.06915746734617,0.0314017673249535
"P35658",30,27,31,35,35,32,27.0415258096431,26.9858355977157,27.4212970961568,27.1681821088003,27.8242047839826,27.4685667469192,-0.221481078782434,1
"P15108",44,43,42,37,37,37,31.0775956523054,30.6921767023439,31.4721381116051,30.7534119265197,31.5689975109675,31.0564979776905,-0.538881556107967,0.226089051904092
"P02549",27,31,32,29,29,33,26.4785864630792,26.3668831230235,27.0799383347291,26.327206549387,26.7282758502502,26.6212572049443,-0.3238179235679,0.883187851964707
"Q3ZCM7",33,29,37,39,36,37,30.0425758365952,30.2547403082325,30.2699058349931,30.0902419922015,30.3870440137918,30.3765343999861,0.00733033834666467,1
"P55072",36,36,37,37,35,47,28.621493656604,28.7218092973748,28.9714064656168,28.5769919439682,29.0318951759432,29.0147715535361,-0.103740834428298,1
"P09651",30,30,34,33,33,34,30.0960041051042,30.0911456066539,30.3016904334485,30.0484088778331,30.3541303109068,30.3904429377606,-0.0739424757372996,1
"Q00955",39,33,41,31,23,23,27.3881536986146,26.9049947896588,27.7831213409012,26.4834675731842,27.7859844923608,26.7259729980466,-0.947608056995667,0.0819706099131648
"P16861",34,32,37,20,24,28,28.658874250391,28.1057323875869,28.8546431880206,27.9104118017382,28.9048896236537,28.2227554064757,-0.726502488754833,0.0848996953129595
"Q00839",32,31,37,33,37,36,29.6915459938694,29.7588669105992,30.0105562764197,29.8059750598008,30.1210199555292,30.15307356338,-0.0350688973460992,1
"P33991",28,31,31,33,34,33,27.584103134155,27.7412203904255,27.9855337980277,27.9023674775016,28.0721793916362,28.1433154776941,0.0483623406007657,1
"P31539",31,35,37,28,26,30,28.2879675054976,27.6248798836922,29.0218058442089,27.9988476000684,28.624575161833,28.3763287829215,-0.644764081619133,0.530376568437997
"Cont_Q1WEI2",28,25,34,28,28,28,30.2450180386478,29.9617193987033,30.5277281441217,30.0893083897718,30.490481475256,30.3528734786746,-0.286442130291933,1
"P40150",41,33,33,30,29,35,30.048195489393,29.2163200229649,30.3485725637938,29.124531388399,30.3850719256431,29.4091549809262,-1.01061119551327,0.0314017673249535
"P17987",33,29,32,36,38,38,29.0736123815754,29.0603095257512,29.4398197264864,29.1848694422956,29.5082817640119,29.504053377687,-0.0908271754466341,1
"Q15029",31,28,34,30,32,33,27.9738026257681,27.9536373361675,28.3687619452613,28.1103730674476,28.4293319023014,28.4246176448769,-0.0944228082796007,1
"P16157",28,26,28,25,31,33,26.1638259290234,26.3379935365415,26.5604863102,26.3445089855636,26.5848759335231,26.6155833918569,-0.00370075292816689,1
"P12709",29,31,32,27,23,24,29.6259656290586,28.6141707427555,29.9529827343496,28.7436825039899,29.8730481856661,28.9937807923057,-1.03345417000773,0.0314017673249535
"Q15365",30,23,29,30,30,31,29.022465686358,28.9873006217159,29.2738815179657,29.0317649661068,29.4825954027222,29.3670066137123,-0.130956801836968,1
"P00338",29,32,33,36,31,38,30.5309664708447,30.446236361812,30.855351464414,30.4793166052372,30.8353847784726,30.8044401659257,-0.163903193585465,0.953764735150512
"P41252",33,34,35,36,38,31,27.2233496539649,27.3713568427977,28.1289702301327,27.8243581514768,28.0851505135282,27.4297914763851,-0.270654642322067,0.964475913381023
"Q99832",31,31,35,32,36,38,28.9629432084606,29.0272638272794,29.622654111404,29.2376805812659,29.4188330177865,29.5463122133273,-0.0643912385928343,1
"Q13200",30,34,34,35,28,38,27.7032013900309,27.3038505496748,27.6024637302004,27.4289724667335,28.1504888861598,27.7846280567116,-0.312900977757067,0.902595126663741
"P31939",28,29,30,31,28,34,27.9022497892207,27.9815590947571,28.123944401724,27.9795268978058,28.1250824966375,28.3148519135516,0.0415537395107665,1
"P46940",28,28,27,31,30,31,26.9198916055073,27.0075702140572,26.8228408543378,26.7259297421985,26.9644721071378,26.9567512844305,-0.00565110876556811,1
"Q04637",28,31,32,37,32,36,27.5493514351709,27.566139186583,27.8271756951545,27.7081242503094,27.9212607459938,27.9018844251083,-0.0405466714395004,1
"P22626",29,30,31,31,30,31,30.0391021189204,30.041565245401,30.2556698893285,30.1028581955803,30.3671351608245,30.4115014195829,-0.0353274361697338,1
"P43243",25,28,27,28,28,34,27.8306722566496,27.7788124731142,28.3465467365494,28.0280793973758,28.3364395464709,28.3961660066259,-0.103533554184665,1
"P02829",37,39,38,31,31,32,30.9920178277029,30.6389955133811,31.3954634020009,30.6950037281595,31.4838440628487,30.9947567937641,-0.514189752415933,0.226089051904092
"P55060",22,32,30,29,30,36,27.6732651821411,27.7090865478322,28.1310576508083,27.8647446007734,28.19248321169,28.1276527620409,-0.0984407113309681,1
"O75533",28,26,26,24,28,32,27.2530953949216,27.1070743282307,27.5192773896097,27.3618443402903,27.6337240738734,27.7994994204326,-0.0458929231503677,1
"A6NHR9",20,26,24,26,26,31,26.1214453014376,26.3931852646091,26.7630257062632,26.4527472329183,26.6702122317467,26.8897418829231,0.060330380334334,1
"Q7Z6Z7",29,22,27,30,27,25,26.1178375862613,26.2165315501614,26.1877297696362,26.1088541472334,26.4671471677974,26.166030955602,-0.0937659568993657,1
"P09972",28,28,26,26,27,26,28.8796551314581,28.8626655424875,29.2309584565824,28.9583603088075,29.2383381133023,29.2722594361355,-0.0852221379707684,1
"O14980",25,25,28,30,29,33,27.5755679827531,27.7631772051366,27.9642390587344,27.7099479036008,28.0954050716839,28.159460097721,-0.000875635571000307,1
"Q9UPN3",15,21,16,23,19,27,25.7233823279888,25.8305440264857,26.2354008883618,25.6039778435438,26.2116180157506,25.9744190538254,-0.253820102748766,1
"P49588",26,27,28,29,26,34,27.5511001366447,27.6513930286573,28.0259090365092,27.7516082091868,28.0077582215559,28.0496322166985,-0.0440446467224002,1
"Q9UQ35",25,29,24,26,24,26,26.7155487735422,26.5484382475058,27.0913495078329,26.8466164294865,27.1298326277591,27.1299758128992,-0.1372334730809,1
"P26599",24,27,27,32,25,26,28.0069574372393,28.0997876175996,28.3958772938794,28.3630793447741,28.6175059153295,28.641326681616,0.0279509991804995,1
"P68032",29,25,31,31,35,31,31.9854856779399,31.7713689679921,32.1440554216344,31.8660114717712,32.1708819776319,32.1256102212318,-0.179144138737032,1
"P26038",28,28,30,28,34,35,28.7924642450532,28.5866649266968,29.1454839510488,28.919231238894,29.2185817117575,29.2163500738549,-0.1447612228046,1
"P50991",27,20,26,30,24,30,28.7613662845548,28.7710960895837,29.1296969738426,28.9670095794745,29.2619898637887,29.3045579874358,-0.0367964885640326,1
"Q9NU22",21,18,20,22,19,26,26.4407989752056,26.2945952295077,26.7013117505446,26.1025505186666,26.7677975170796,26.3372869270275,-0.391825189209334,0.679374994188194
"Q14008",24,21,27,26,26,26,26.4324746150249,26.6607646732257,27.0031342444539,26.5571837912262,26.8763960999067,26.748844617379,-0.115070625851533,0.989259596430947
"P11940",28,27,29,28,28,33,28.2230608858566,28.4084720214903,28.5568764700787,28.3261563806846,28.7143417461207,28.6391347719565,-0.0401719759748656,1
"P63244",25,25,24,29,26,24,28.9726372504274,28.9651460080552,29.3632549046102,29.0110572785562,29.1696782425642,29.3141925267362,-0.0717248614180666,1
"P19414",31,28,31,24,26,27,28.3544464666445,27.4968262332407,28.7296799643304,27.5517053284026,28.9635950712165,28.1139997916827,-0.961730049621799,0.12507686679035
"P02545",35,36,36,34,36,36,29.0331317516863,28.9296902204906,29.4577717507566,29.1893014106122,29.3920072310079,29.4782693401875,-0.0952165873868343,1
"P38972",26,25,26,16,15,18,29.092263722113,28.580126162417,29.4593251730844,28.6767145601516,29.5386326331822,28.9523530771584,-0.627009242884201,0.0601771188344056
"P17255",31,31,29,15,19,17,28.3381093210825,27.1992249614707,28.7834554033951,27.656790240287,28.6732986145974,27.5500343022852,-1.12960461167737,0.0565415321125402
"Cont_P02769",23,24,29,29,32,32,27.940230603371,27.8865440038445,28.3849158596504,28.0398610053566,28.4610582200465,28.3691225825335,-0.163559030444433,1
"P09874",25,28,32,27,30,27,27.9284957852613,27.9525590833248,28.0989003214811,27.9780933304249,28.1285206670717,28.113923351122,-0.0371136696474667,1
"P26640",26,22,24,29,30,23,27.8158770431757,27.3737653850846,27.6664663101364,27.45118456926,27.6766591500653,27.7733175198914,-0.186911676380467,0.963609599123618
"P13796",25,25,28,31,29,31,27.5477241525162,27.7191878365449,27.8727412840415,27.5957585174175,28.5625047021303,28.4943368020404,-0.0578956608950657,1
"Q92598",29,33,26,25,27,27,27.054090882249,27.4341640821546,27.5071552522506,27.3151795587426,27.533029529379,27.6171575856207,0.0907418542130986,1
"P12814",23,24,25,27,26,26,27.4648787384747,27.624131571655,27.736662150464,27.5717172358866,27.8568025870236,27.8895395192305,0.0090149502699326,1
"P22137",25,29,23,12,16,21,26.9043728670642,26.0108044947948,27.2728601193445,26.1183074435474,27.1840585593903,26.3029435637214,-0.976412014578467,0.0641347676904687
"Q92945",25,24,27,28,26,23,27.7907054462333,27.5935328019328,27.9936698981839,27.8154303033844,28.1010764112946,28.2277344714552,-0.0829180596464667,1
"P08243",28,27,31,32,32,33,28.1186722895325,28.164773457171,28.5703385561505,28.2231366194112,28.4894607843939,28.5076590434607,-0.0943008366780008,1
"Q15393",22,18,20,17,26,26,27.1091037176204,27.1756680185454,27.5422843385149,27.3155445812098,27.6226835994885,27.6637860957528,-0.0396909867052659,1
"P04807",26,29,27,14,22,18,29.1358263750909,28.3136881026113,29.4527174513908,28.3980136281651,29.4810097984044,28.7100854204996,-0.8825888245367,0.0486457628477956
"Q9NR30",28,29,30,30,30,34,27.8947250804701,28.0957586956417,28.3573294335108,28.1860874826313,28.5081847877262,28.5119252555965,0.0111773773874665,1
"P62937",25,24,23,28,23,29,30.155601741216,30.462985714656,30.3941449808405,30.0853299754809,30.3991189536065,30.4059467218974,0.00179891212376641,1
"P25205",27,23,25,24,28,26,27.5161465405761,27.6226166919442,27.8933167158902,27.6645167286869,27.9571855763426,28.043183353891,-0.0121106860956009,1
"P11021",27,28,27,26,26,31,30.0012069851579,29.7943112475246,30.2521303623131,29.8649510387818,30.3130434115826,30.1235107934324,-0.261202559771601,1
"P37291",33,33,33,22,26,18,29.3875723412588,28.2720257299868,29.7045473724144,28.4219991726046,29.7587249196333,28.653443732916,-1.16779199926637,0.0392058261651951
"P25705",21,22,28,28,22,29,28.8380412999391,28.8453932827822,29.2665463703853,29.0631043878227,29.344985553297,29.3894483252921,-0.0505424092414657,1
"P50395",27,26,28,26,26,28,27.88860567944,27.990278072172,28.2882921588153,28.0337199049388,28.3463459993825,28.3838293833177,-0.0384721590697671,1
"O00410",25,23,25,24,21,31,26.7738143056974,27.2897421360276,27.302613127521,26.6250019997536,27.1864410268433,27.1542130280776,-0.0646370987343007,1
"P54115",31,29,31,22,22,18,28.8358807860053,27.7514472156402,29.2331588496482,27.9607004573036,29.2486155696006,28.3141204571822,-1.0971290250427,0.0475244483321941
"Q16658",27,27,30,28,27,31,28.6692494907273,28.5065828897722,29.0666932929191,28.8123727961778,29.0416907308308,29.0878671259278,-0.123603567533133,1
"P25694",31,33,34,23,21,19,28.1193523075238,27.2907627630416,28.5289450373469,27.4306064484879,28.5634703635625,27.6683469255918,-0.940683857103969,0.0837953901038851
"P51610",22,26,23,23,22,22,25.9658632679402,26.1174149801796,26.513353764994,26.0636226899259,26.4235831102253,26.5058104638283,-0.0719840030752342,1
"P56192",19,19,26,23,26,30,26.9319283866943,27.0689833973912,27.2267626066562,27.0113849269007,27.2834307803588,27.2911222084583,-0.0235437469863662,1
"P12277",28,22,25,29,23,25,28.4732165954546,28.6272837239125,28.7981140977386,28.4937896201271,28.7680848554185,28.8331125485857,-0.0284098853287998,1
"P31943",24,25,28,28,29,28,28.2203482129737,28.2523920026193,28.6495611032995,28.5220087899471,28.7355930014224,28.7438624411725,-0.0290796946522344,1
"P0A6Y8",11,11,9,23,19,23,28.944528076216,28.9116596030295,29.0440430235688,28.7311703656088,29.1464766946359,29.0233264485571,-0.156297125741767,1
"P49915",28,26,28,28,29,31,27.400305140103,27.5533784058271,27.8445184376131,27.533620368099,27.9117525755728,27.9552697040728,-0.03810255843,1
"P16862",27,23,25,16,18,14,27.6987791567214,26.5290791249589,28.0917523822014,26.9894247319293,28.1574795516857,27.2623987039118,-1.0557028432695,0.0837953901038851
"P23246",22,22,25,27,24,29,28.7285427288003,28.6306310773035,29.1373101397509,28.5267723930838,28.8201364927291,28.8321386465963,-0.232149081432233,0.995970994747504
"P38011",23,25,27,20,17,21,28.2780177675908,27.4091931870503,28.6915095738528,27.4041795494805,28.6880087510567,27.6265476863917,-1.07253855652593,0.0565415321125402
"P30041",25,24,29,26,26,25,29.278739684783,29.3884464573441,29.5139910145036,29.3080445571098,29.6292492155221,29.6196169639664,-0.0352906454628013,1
"Q8WUM4",24,23,26,25,24,29,27.5002141148036,27.4189426217942,27.7177067505196,27.5263461643579,27.9949694321678,28.0511959940157,-0.0721351724410665,1
"Q15233",22,22,29,24,28,30,28.3656131963558,28.234081526514,28.9014896910835,28.6059440216221,28.8409031350347,28.9224345061543,-0.115181989394533,1
