"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","log_fold_change_B_vs_A","differential_abundance_pvalue_B_vs_A","differential_abundance_qvalue_B_vs_A"
"O75937",NA,6,7,10,7,8,20.7715714607989,20.5868278650818,1.69375140198711e-20,0.99999999989179,1
"O15160",5,7,8,9,8,7,21.4227378338785,21.2542107462346,2.58097145518767e-20,0.999999999632204,1
"P41236,Q6NXS1",NA,2,NA,NA,NA,NA,20.8099497358043,20.5593034543942,-1.82564048176804e-20,0.999999999853833,1
"O95684",7,7,6,5,8,7,20.4612787976735,20.4469411292729,0.155202603074031,0.105869685919062,0.234187967050256
NA,NA,NA,NA,NA,NA,NA,18.2669573805716,18.3580497081839,0.324914958569488,0.0764238218743816,0.178353166825772
"O95456",7,7,6,8,8,8,22.00218232514,22.0322615564529,0.192944352232065,0.0174253061940939,0.0505158750923254
"P12270",51,53,54,55,52,59,21.7645616941979,21.7074909990584,0.119724502708842,0.000119172855084831,0.000662339307306733
"Q9Y5X3",9,9,9,6,11,10,20.8937907897137,20.8988403734425,0.116496305656712,0.265461213549023,0.491951731758534
"Q9Y312",NA,NA,5,5,6,7,19.6618117616896,19.6802864703847,0.215994570681423,0.0845741767560448,0.194208824769484
"P09382",12,8,10,8,10,10,23.8155419262136,23.7767522275318,0.106886251708649,0.12864045928985,0.275167523041581
"Q7Z7C8",2,2,1,3,3,3,19.7175733192724,19.7646905673745,7.35633620516366e-20,0.999999999704854,1
"O60832",13,14,16,16,17,14,22.1373142739057,22.178158616544,0.0800869475885946,0.13102476599634,0.278538315674933
"Q14498",12,14,14,15,16,14,21.6095216715906,21.7748199883883,0.239807022133363,0.00069267038588699,0.00310008957035069
"P62310",2,6,2,5,5,4,22.0795537630283,21.9850310487586,-5.33697433161192e-19,0.999999999850737,1
"O14737",6,6,4,6,5,5,23.5780921566903,23.4378358663684,0.0595912727858018,0.365043908684119,0.636762782777998
"Q15056",10,9,8,9,10,10,22.5972904523404,22.7015118322324,0.214649136995074,0.000968543036101035,0.0041512071138684
"P38768",NA,NA,3,NA,NA,NA,18.9028169066709,18.5605671091891,-1.1413098266825e-19,0.999999999562641,1
"P62140",3,3,4,4,5,4,21.3892737226112,21.3161998281727,7.20930563628893e-20,0.99999999933104,1
"Q9Y285",13,14,15,19,15,13,21.2740322025638,21.3215487305863,0.188905461316861,0.00564857298717059,0.0191573295490812
"Q99733",9,8,10,9,7,11,21.481893795377,21.4731333031215,0.184461039293439,0.0129074471827311,0.0393776112095059
"Q9UIA9",18,22,16,22,16,18,21.1749745305848,21.1492878286264,0.0755746862000518,0.190528101473573,0.375651612235489
"P63313",2,2,2,2,2,2,23.6612797619135,24.0153949019863,0.373702013153679,0.0311671757602181,0.0833194795925387
"Q9H6Z4",12,9,9,12,11,8,20.753451155896,20.6243675941252,0.0435827558609001,0.540979417806509,0.890670736679724
"P47755",7,8,9,9,8,8,21.4867113492276,21.3958505974747,0.102127203094007,0.262290152720524,0.487484500980896
"Q01518",13,14,13,13,14,13,23.1121022520408,23.0125425959915,0.0196340340401737,0.564915648197145,0.924014282520366
"P05771",9,9,10,10,11,9,20.6802317798546,20.4218429943039,3.26014597162346e-20,0.999999999648818,1
"P29083",NA,7,3,NA,NA,4,19.9391503735346,19.8039011193644,-1.80010698720248e-20,0.999999999877658,1
"Q7Z2W4",21,19,19,20,18,19,20.8896229201964,20.8963680385995,0.167487408143222,0.0206622996522266,0.0585465651737206
"P0DP23,P0DP24,P0DP25",4,4,6,5,4,7,21.6537312574993,21.5704974117549,1.24754787639076e-19,0.999999999337939,1
"Q99287",5,4,6,NA,NA,NA,20.2597865300523,19.4072418376154,-0.599869602663958,0.000175669373555695,0.000930612135943806
"P07741",8,8,6,8,10,6,23.577973165973,23.5234057286284,9.12226026999582e-08,0.999401791979756,1
"Q96C90",4,5,4,5,8,6,21.5808970159281,21.4689028045781,1.26796160464533e-20,0.999999999809069,1
"Q9NY33",11,11,17,17,10,17,20.6152575867094,20.7644199153206,0.269959137582153,0.00353817301222032,0.012829490953802
"Q9UBF6",NA,NA,2,1,NA,1,20.1769227466711,19.9081608594662,-8.69011919460479e-20,0.999999999736294,1
"Q9Y5S9",8,9,9,9,10,8,21.333887638215,21.2018128595493,8.09719245192302e-20,0.999999999222287,1
"O60927",2,1,1,1,1,1,20.3143616930868,20.1636530170182,7.39279457905881e-20,0.999999999714521,1
"Q9NYB0",8,12,11,9,9,9,20.2625186372909,20.1733669005816,0.0880101307241285,0.139940231832713,0.293603851325604
"P25398",11,12,13,16,15,16,23.2431858469654,23.1507689525225,1.48347679652599e-20,0.999999999763924,1
"O00299",20,23,21,20,17,19,26.0384086757502,26.0059410787936,0.144557802630908,0.00548410209963767,0.0186984544992965
"Q12434",4,5,6,4,5,NA,21.4562088902945,20.7009276391977,-0.576845760241469,7.17085353654029e-05,0.000415765367359809
"O14545",11,8,10,11,10,10,20.3300129219343,20.193635632638,0.026419324455553,0.466424949533688,0.784262761253234
"Q9Y4E8",28,24,25,27,31,31,21.5015848179712,21.4634689508537,0.111356240897168,0.010816866705296,0.0338224954053401
"Q9H2C0",1,NA,NA,1,1,1,19.838344166914,19.7796351828008,3.26170196018655e-20,0.999999999855666,1
"Q9Y5J9",4,3,2,3,3,NA,22.3499139997268,22.2860381478447,0.254225344867197,0.0136376894575596,0.0410964324187849
"Q9UN36",4,4,4,6,4,5,20.4549448120436,20.2562067228155,6.14928035207918e-21,0.999999999924283,1
"P06634",14,12,13,10,11,11,21.6724985139761,20.7438345495001,-0.820686496496759,7.95896827648432e-11,1.2179121481973e-09
"Q96I24",16,16,10,13,17,17,21.6761537838244,21.6658185212594,2.66028142504664e-10,0.999959685044265,1
"Q9HD15",NA,NA,NA,6,NA,5,20.4275400074011,20.2788472334041,-1.06020866920138e-19,0.999999999475044,1
"Q9NXV2",2,2,1,3,NA,2,20.1515396736686,19.7963352402421,-0.0803068959857898,0.756946191457834,1
"Q8TAG9",NA,5,5,6,NA,NA,19.3147738162997,19.2377697998126,0.026484415888976,0.640593257967522,1
"Q9NQT5",8,6,6,5,8,5,21.133782278658,21.2469911053988,0.199440864388978,0.0903562980106389,0.205222631190305
"Q9Y5Z4",5,4,4,NA,4,NA,21.3807754891803,21.3774315932931,8.67837621502132e-10,0.999933403828059,1
"Q04760",12,14,15,13,12,14,21.1923385522845,21.1629595686973,2.72140955438918e-20,0.999999999647159,1
"O00148",9,9,10,8,10,10,22.2363668710028,22.2028454243073,0.0913126909542743,0.185894429153601,0.36865760116436
"Q9NRF9",2,2,3,2,2,4,22.4450444081842,22.3828887942391,9.89664136427907e-20,0.999999999397962,1
"O60869",6,5,6,6,6,6,22.0579576051089,21.9768741803054,2.48302072621061e-20,0.999999999656281,1
"P49736",21,27,23,21,24,26,22.1036420940959,22.0273723253508,0.0720644392764384,0.216941622806813,0.418395715598002
"Q08945",17,13,15,14,17,16,21.812686859063,21.8034857979051,0.122603683236729,0.0406308428659746,0.104455347741826
"Q14151",9,10,9,10,10,9,21.473227601538,21.3397573280857,4.4158955188672e-20,0.999999999528047,1
"Q15424",11,11,11,8,10,10,22.9029965147527,22.8646485298051,1.17632300207893e-17,0.999999991851472,1
"P40429",NA,4,3,4,4,4,23.7561730770474,23.6159823463064,4.62446230442633e-18,0.99999999768458,1
"P30520",8,7,9,7,9,9,21.7278820369041,21.6311966409174,9.02369973906092e-10,0.999933556549762,1
"Q9H267",7,7,3,8,5,6,19.7883292005085,19.6137605998258,3.43371179835271e-20,0.99999999992585,1
"Q9Y4A5",NA,NA,14,14,16,16,19.2017201481974,19.1653574039438,0.0872701416435009,0.354541339360849,0.623772182608337
"Q9H9Y4",NA,NA,NA,NA,NA,1,18.2381189504813,18.6705897427581,0.392145909987707,0.0828629335267634,0.191138050186285
"Q9BXR0",2,4,5,4,3,4,20.4251580023709,20.4379873534033,4.69585769244904e-09,0.999856919087341,1
"P63151",9,6,5,9,6,5,20.2460568359523,20.1784652633367,4.4544174126417e-11,0.999988575339756,1
"Q9BTD8",5,5,6,4,6,4,19.3733998382748,19.2198260333875,1.07577159150855e-17,0.999999995006201,1
"O95295",3,1,2,2,2,3,20.36740446428,20.5626334175337,0.309362323041702,0.250281640128414,0.469247572928443
"Q9NPD3",6,6,8,7,7,8,21.6411780935885,21.5725334543917,5.89695710547344e-20,0.999999999661,1
"Q96BR5",NA,4,4,5,5,4,20.755685736583,20.4277248673269,-1.82509904259522e-11,0.99999389240129,1
"P57081",5,5,8,5,10,8,20.4482551567139,20.5453194185682,1.21891274771444e-17,0.999999996364207,1
"P10659",11,5,9,4,5,6,21.8765837382814,20.8756639861274,-0.756964691379618,4.95688347351249e-06,3.61520363573875e-05
"P25205",26,31,33,26,32,36,22.596791056076,22.5708817940485,0.148792221825999,0.00784225934032505,0.025720292287854
"Q16643",12,12,10,14,13,14,21.6241464501021,21.5516648197314,0.0320381289716165,0.441107185219514,0.746917332413083
"P42229",9,8,7,7,8,8,21.5848355639271,21.5925856240604,2.81408499165469e-20,0.999999999735617,1
"Q8TED0",15,11,13,13,14,14,20.624022448122,20.7126534120355,0.246834134465797,0.00547414386516595,0.0186865893243446
"Q99829",4,3,4,6,5,6,20.4556741176636,20.6423350316678,0.0839626245182159,0.376123403359463,0.652030847278759
"Q6IBS0",8,7,7,10,9,8,21.3856930108532,21.3248565451573,0.148760291636131,0.0300552302648311,0.0807585577074107
"Q9P289",8,7,5,6,8,6,20.5129755995604,20.4699513227475,2.62452884159735e-09,0.999867005276068,1
"P28074",15,14,14,18,16,18,21.8156720792906,21.669363233884,1.33445894818919e-10,0.999954939527153,1
"P62195",20,17,19,21,18,20,21.9000012016963,22.0536881869787,0.341008141479209,7.47012646019657e-05,0.000429234656861295
"Q7Z7K0",4,NA,4,3,3,3,20.5302663069809,20.9051003653967,3.09233664991773e-05,0.989572390340502,1
"P15891",22,21,21,15,17,17,22.2384032660177,21.2138103387883,-0.85149078395916,3.6082469184804e-23,2.08159764727134e-21
"O60232",5,5,6,7,6,7,20.8445517511754,20.8560633265633,0.169239563016662,0.0342678793799837,0.0905180385270723
NA,NA,NA,NA,NA,NA,NA,18.6811186486126,18.7462996751308,5.71754337621404e-21,0.999999999969235,1
"P49321",34,32,37,34,39,39,21.9212932740642,21.8636617540048,1.47497052257656e-20,0.999999999694381,1
"Q9HAV4",21,19,20,25,27,26,21.3100895583288,21.1479264082651,0.0466357297046633,0.298937322877513,0.541126267863312
"Q96DG6",9,8,9,9,9,9,22.8211402623811,22.7323835461495,1.78545871748295e-10,0.999978351747748,1
"P62913",7,6,5,6,6,5,23.3512728336599,23.1299179226631,5.23913573826703e-21,0.99999999995032,1
"Q12074",8,6,9,4,8,6,21.31450446885,20.2951870521672,-0.90458325957447,1.40967103007311e-11,2.31033868536698e-10
"Q9NXV6",6,6,12,10,6,11,19.7880597523864,19.7202784652979,6.28258428097114e-20,0.999999999511613,1
"P78347",24,29,22,27,26,23,21.4357714713851,21.336997179851,0.124930488582517,0.00554292065323037,0.0188766878680555
"P40763",12,16,13,14,13,16,20.8155726614643,20.7261732350933,0.127015410682909,0.0304274807723268,0.0816827066428819
"Q86VP6",28,28,25,27,22,30,21.9425780278353,22.0664242545395,0.235582190065902,6.73210098697195e-06,4.75367081931961e-05
"Q6P2E9",26,22,28,22,27,28,20.8425161873056,20.8799393794021,0.244649833117887,0.000329546836823482,0.00161800485245504
"P53602",11,8,8,6,7,6,20.2983317833216,20.2643129920183,0.0846733289976742,0.29229843850951,0.532450171064529
"O43264",9,9,13,10,10,14,20.2292925715936,20.2312599105391,1.56870413065508e-09,0.999898486613073,1
"O76094",15,12,18,11,17,13,21.0629175788644,21.0933377254791,0.191206314284994,0.00603269215410839,0.0202576257491567
"Q96B36",4,4,3,3,3,3,20.5921833433727,20.3198109085079,-0.0187882729854295,0.680557481046346,1
"P23528",12,12,12,11,11,12,25.0272949325771,24.9756654820653,0.0672933456172004,0.235421625350421,0.446758998896902
"P60981",7,5,7,5,7,7,22.2164669693838,22.2457621128915,0.0433672868980474,0.363114907856479,0.634598577226303
"Q9P253",NA,NA,NA,NA,NA,2,18.9099605472787,19.3867163036723,0.448799598645255,0.11799070921256,0.25570563540468
"P78371",41,39,41,47,41,44,22.4523228178667,22.482725327217,0.213626345104375,1.36823529207454e-05,9.04163734247197e-05
"P48643",31,33,31,42,37,37,22.0938264677517,22.0288264609638,0.1373885330381,0.00270221548941469,0.0102559744463377
"P38011",25,28,28,22,18,19,22.1424888036258,21.1460379324047,-0.79752799076354,3.12287579091377e-36,5.45935467811561e-34
"Q13601",NA,NA,NA,NA,NA,4,21.1243727663387,21.1281375482996,0.107651043396445,0.24719481985909,0.464668268415474
"Q9UEU0",NA,NA,1,NA,NA,NA,20.0447972414123,20.0560135009924,1.75398512368008e-19,0.999999999286242,1
"Q7KZF4",43,42,40,42,47,49,22.8702977947914,22.85147622407,0.131163706902286,7.87744656796197e-05,0.000451213933659942
"Q96BD8",1,2,3,6,5,4,20.5383629000834,20.6178040813412,1.13049419704571e-05,0.997747140088901,1
"O75381",5,6,5,4,7,7,20.1128960683614,20.0051397765937,9.50701527489458e-11,0.999987037254233,1
"Q01658",3,3,3,3,4,3,20.9324263960586,20.9780963647654,0.120116331189178,0.265714802050311,0.492263549463148
"Q9BXK5",NA,7,6,6,6,4,20.2348274061942,20.1708837557942,3.46172477643343e-10,0.999970147110328,1
"O15294",22,18,20,18,19,19,20.6172129948189,20.5479600418924,0.0702131653112537,0.1648504898189,0.334278550356848
"Q05506",21,21,18,14,16,12,20.8529192884811,19.8719558330512,-0.759866754597506,1.21338834753292e-14,2.75592022713284e-13
"P40016",9,9,9,5,5,5,21.3287201596153,20.2925340292894,-0.8712890404667,2.83859626913814e-07,2.55075730166012e-06
"P56134",4,3,4,4,4,5,21.8833079817186,21.8259448002399,2.87767356040623e-20,0.99999999975859,1
"Q7Z4H3",7,8,8,7,8,9,21.5941939261481,21.4788062943551,0.0623187998924011,0.280179483033563,0.514107963619791
"Q15020",17,17,15,17,16,12,21.1019717572111,20.9562788169201,9.55295721114352e-12,0.999994062147691,1
"P29144",25,26,23,27,28,28,21.4101391154564,21.4363305098032,0.253122689017788,5.11987580576573e-06,3.71997021706077e-05
"P22234",21,24,21,24,21,24,23.5122762706027,23.4075052384383,0.104095315855914,0.0239192698202423,0.0663733850856074
"P20700",33,33,30,34,33,34,23.1337827773928,23.043388878141,0.066409604173043,0.220541860223494,0.423537280835332
"Q9NUU7",5,3,3,4,3,4,21.1253994485741,20.9817143392249,7.13604760249571e-20,0.999999999479142,1
"Q5SSJ5",8,6,6,8,6,5,20.8871881589622,20.8412661853724,7.26222608184656e-18,0.999999995140765,1
"Q9NX55",4,5,3,4,4,8,20.2478970798926,20.4138281690096,0.181482814842428,0.0838725164324388,0.19282729968239
"Q13435",25,26,25,28,29,32,21.9759543206591,21.8920170723114,0.0220758152122593,0.420073369054611,0.716135716925547
"Q8NC96",NA,1,NA,NA,NA,NA,18.6448931653107,18.3325196299644,-1.2264550322551e-19,0.999999999551764,1
"P82979",6,7,5,8,7,7,23.4389035404441,23.2487811966269,4.26126850554408e-20,0.99999999970993,1
"Q8WUM4",32,35,33,38,30,38,22.1628597496439,22.0640695506656,0.110396011463441,0.00136274265724723,0.00559548924530908
"Q15637",11,15,12,13,12,12,22.5065476963905,22.4404931858494,0.0626772459248917,0.271756870515317,0.501684923520917
"P07259",65,59,63,52,46,49,22.0297886542344,21.0107510042916,-0.829656290692655,2.28927044112443e-63,2.64136023496937e-60
"P11745",7,9,9,8,6,5,21.5888942961847,20.748412529064,-0.679274329510558,9.99365128291008e-05,0.000562471943913251
"P29692",18,16,15,18,15,16,23.6553212286014,23.585027727754,0.0846953199675725,0.0900554658485956,0.204619922205809
"P18583",24,27,25,26,23,30,21.3366856471341,21.3295959465643,0.168575994642801,0.00643663339257133,0.0215263408937646
"P48426",4,2,4,3,2,5,20.6399213741616,20.5425308142517,6.15056511979455e-20,0.999999999507535,1
"Q9Y2P8",5,5,5,7,6,5,20.6115788074822,20.4398470926859,-1.66665656267556e-21,0.999999999987214,1
"Q6PKG0",21,18,19,21,16,17,21.2181630629236,21.1384727719171,8.44838012825201e-08,0.998990923132089,1
"Q9NW64",7,6,6,6,3,6,20.7931646308572,20.80627324606,6.2592601368065e-20,0.999999999487002,1
"P38919",16,18,19,21,19,21,21.6522083037055,21.5054731243978,0.174250844982847,0.0054098761731634,0.0185374307840647
"P06730",6,5,5,7,5,4,22.9740948727571,22.8985478916017,0.0137902781938416,0.670333760648414,1
"Q01469",5,5,6,4,4,5,22.3753071618498,22.2964104700484,0.0890096991872224,0.171047100018087,0.343942391078544
"P46821",28,34,32,29,30,34,20.4466939206991,20.476883579502,0.131301897357245,0.00726111523249115,0.0240743527449664
"Q15437",9,11,9,11,8,12,20.4769935007963,20.4334707749573,5.57886940138888e-20,0.999999999410543,1
"Q9NVA2",7,6,7,6,7,8,21.4407580848023,21.3793184597531,3.52084933369568e-20,0.999999999649269,1
"Q15691",12,9,9,12,10,9,22.5925892819737,22.4157369612667,4.45351132149408e-20,0.999999999534454,1
"Q9UPY8",1,NA,NA,3,2,5,19.6737003301402,20.0796460241047,0.380782414571014,0.0729587188820791,0.171515423484399
"P09012",7,8,9,10,9,8,22.1651721852705,22.0889521350936,6.99000710082109e-20,0.999999999325067,1
"P21796",13,14,15,13,13,15,23.1064273415164,23.154120966573,0.139084030500024,0.00590770182776535,0.0199170744835954
"O15143",5,7,8,8,9,7,21.5368254008278,21.3452632020516,-5.56933941767502e-18,0.999999994494694,1
"P60660",5,4,5,5,6,5,22.0749697843819,22.2069120578469,0.279408817495736,0.00158493717724305,0.00639853224318764
"Q9BV44",9,9,9,10,11,12,20.9090380487323,21.0913926891528,0.268797806086298,0.0249106533862816,0.0687605547298845
"Q2VPK5",6,4,4,7,5,7,20.0423284565237,20.1327048815312,0.326023342677674,0.0058943452061623,0.0198924653202048
"Cont_P60712,P60709",4,2,5,5,4,4,24.9159233872963,25.1378943588231,0.357742888227701,0.0686570841284233,0.162862959842465
"P63261",2,2,2,2,2,2,23.3442396691603,23.6851737994443,0.334867868576915,0.0832423555294355,0.191936510411396
"P35658",37,35,38,41,36,41,21.7266144756054,21.6510124793115,0.120161471682869,0.000449098772227276,0.00212190894101487
"P12235",NA,2,3,3,NA,NA,21.0195470945819,21.0113941942564,1.13272130914567e-19,0.999999999459855,1
"Q92620",11,9,11,14,12,9,19.6698156392512,19.6604280180161,0.222375700956488,0.00218955485884862,0.00852330767928319
"Q9BTY7",12,12,12,13,10,10,20.1996894576363,20.1911201230482,0.113762870297001,0.0782777208437263,0.182237357363784
"Q13535",NA,NA,5,NA,NA,NA,18.246776821434,18.503486471993,5.29061305196753e-19,0.999999999365987,1
"Q9NQS7",3,7,5,6,10,6,20.1285596804592,20.0710267598986,4.94075597605742e-19,0.999999998612365,1
"Q15365",24,21,23,23,25,23,21.9377904730281,21.9184806169242,0.11919797589338,0.00436625528214953,0.0153403938628019
"O43592",13,17,18,19,17,13,20.0680695398362,20.1334300853411,0.20411377617663,0.00127165027718328,0.00527780607846788
"P26599",25,25,22,29,22,25,21.9293050446135,21.9430441736949,0.162565445898792,0.000788627893160152,0.00347032365800222
"P00498",7,8,9,6,5,7,21.7864929382462,20.6691607698477,-0.786113807720479,1.18166743154588e-09,1.51153867241423e-08
"P32381",13,9,10,4,7,11,21.0760831786901,20.1210169350293,-0.816197749068072,2.42186498964847e-07,2.20027387799717e-06
"O95373",21,24,21,20,22,22,22.0497743660104,21.9848138792214,0.0863625460014699,0.147487566476503,0.305953171881678
"P60010",21,26,24,18,18,23,21.3395650205121,20.4963012907356,-0.71541631927104,1.94772608320456e-15,4.90673876594196e-14
"P49588",31,33,32,37,30,43,21.7227127595618,21.6773136434728,0.136634917841853,0.000164678550797317,0.000881289943923674
"P49723",14,13,12,7,9,7,23.2440376045701,22.3559459116758,-0.791078542769897,1.07167586058727e-09,1.3831091811472e-08
"P06132",15,16,19,18,14,15,20.7083910644236,20.7053975502223,0.0930257516022842,0.178061682847081,0.356432286032204
"P06748",20,22,22,17,22,22,21.5340288027445,21.3695785339115,0.0007865093934156,0.911122112552513,1
"Q9NVZ3",6,8,7,7,8,4,20.8675079849084,20.801954172713,0.0960810307885469,0.385450158523787,0.666565337087449
"Q8WW33",8,6,5,7,7,7,22.4838795076685,22.419212717418,4.48858121609791e-20,0.999999999631007,1
"P49327",113,106,107,107,111,115,22.3195145124831,22.2893110410895,0.14449841326826,1.61950487704087e-08,1.75289374027182e-07
"P17987",37,35,37,38,39,41,23.5055291947857,23.4266980586617,0.152655733048786,6.39247526327504e-05,0.000374397865927246
"Q14974",38,38,45,42,46,39,22.2891631599802,22.2751359183351,0.228644729908917,2.38681821319826e-05,0.000149831928965623
"Q9H3K6",4,5,4,5,5,4,21.6743634912192,21.5924053102752,0.169553326230993,0.122182861439949,0.263110461980988
"P19623",14,15,17,19,18,14,22.3389070180283,22.363777756676,0.223341394208505,0.0473407285794716,0.119477693753163
"O60610",34,41,36,37,40,38,NA,NA,0.201505558545127,4.14336172775276e-06,3.06057026983427e-05
